ind,definition,total_views,total_likes,avg_daily_views,total_comments,publish_date,title,tags,k,quarter,grade_level,teacher,episode,subject,duration_in_seconds,tag_type
131,sd,17875,210,43,0,2020-12-16,Grade 2 Music and Arts Q1 Ep2: Contrast sa Kulay at Hugis/Gumalaw sa Pantay na Kumpas,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,jovy villafuerte,Episode 02,music & arts,1273,9
132,hd,20587,282,50,0,2020-12-17,Grade 2 ESP Q1 Ep5: Gawain na Magpapanatili ng Kalinisan ng Katawan,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,mary anne santos,Episode 05,edukasyon sa pagparaling panlipunanakatao,1321,9
133,hd,13613,201,33,0,2020-12-17,"Grade 2 ESP Q1 Ep3: Kakayahan at Talento ay Gamitin, Kapuwa at Sarili ay Pasayahin","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,mary anne santos,Episode 03,edukasyon sa pagparaling panlipunanakatao,1258,9
134,hd,7590,94,19,0,2020-12-17,Grade 2 Filipino Q1 Ep8: Pagsagot sa mga Tanong sa Napakinggang Kwentong Kathang-isip,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,marilyn escoto,Episode 08,filipino,1386,9
135,hd,8380,122,21,0,2020-12-19,Grade 2 Filipino Q1 Ep13: Salitang-ugat,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,marilyn escoto,Episode 13,filipino,1213,9
136,hd,21630,281,53,0,2020-12-19,Grade 2 English Q1 Ep12: Recognizing Action Words in Stories,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,gennifer de jesus,Episode 12,english,1372,9
137,hd,27812,372,68,0,2020-12-18,Grade 2 English Q1 Ep7: Identify the English equivalent of some words in our mother tongue,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,ma kenneth aiza mago,Episode 07,english,1408,9
138,hd,15750,200,38,0,2020-12-15,Grade 2 English Q1 Ep10: Identifying the Beginning Letter of the Name of Each Picture,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,gennifer de jesus,Episode 10,english,1450,9
139,sd,4776,67,12,0,2020-12-15,Grade 2 Filipino Q1 Ep15: Pagsulat ng Parirala at Pangungusap nang may Wastong Bantas ...,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,marilyn escoto,Episode 15,filipino,1298,9
140,hd,7033,112,17,0,2020-12-15,Grade 2 Math Q1 Ep13: Pagkuha ng Kabuuan Gamit ang Isip,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,frances rose sunga,Episode 13,math,1435,9
141,hd,3747,58,9,0,2020-12-15,Grade 2 Math Q1 Ep14: Pagkuha ng Kabuuan Gamit ang Isip (3 digit numbers & multiples of 10 up to 90),"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,frances rose sunga,Episode 14,math,1363,9
142,sd,7655,103,19,0,2020-12-15,Grade 2 Filipino Q1 Ep16: Pagsusulat ng Parirala at Pangungusap,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,marilyn escoto,Episode 16,filipino,1146,9
143,sd,9863,131,24,0,2020-12-12,Grade 2 Filipino Q1 Ep7: Pagsagot sa mga Tanong sa Napapakinggang Kwento Kathang-isip,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,marilyn escoto,Episode 07,filipino,1443,9
144,hd,20643,271,50,0,2020-12-12,Grade 2 English Q1 Ep9: Identifying the Beginning Letter of the Name of Each Picture,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,ma kenneth aiza mago,Episode 09,english,1366,9
145,sd,12209,153,29,0,2020-12-12,Grade 2 English Q1 Ep8: Identifying the Equivalent of Words in the Mother Tongue or in Filipino,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,gennifer de jesus,Episode 08,english,1356,9
146,sd,12114,134,29,0,2020-12-12,Grade 2 English Q1 Ep6: Recognizing the Use of A/An + Singular Nouns,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,gennifer de jesus,Episode 06,english,1172,9
147,sd,11311,161,27,0,2020-12-12,"Grade 2 Araling Panlipunan Q1 Ep7: Komunidad ko, Iguguhit Ko!","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,shane mariano,Episode 07,araling panlipunan,1387,9
148,sd,5261,68,13,0,2020-12-12,"Grade 2 Araling Panlipunan Q1 Ep8: Komunidad Ko, Iguguhit Ko! (Mga Pananda o Simbolo para sa mga ...","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,shane mariano,Episode 08,araling panlipunan,1129,9
149,sd,6519,73,16,0,2020-12-12,"Grade 2 Araling Panlipunan Q1 Ep9: Komunidad ko, Iguguhit ko! (Mga Pananda o Simbolo ng Anyong Lupa)","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,shane mariano,Episode 09,araling panlipunan,1210,9
150,sd,10465,150,25,0,2020-12-12,Grade 2 Araling Panlipunan Q1 Ep10: Ang Panahon at Kalamidad sa Sariling Komunidad (Uri ng Panahon),"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,shane mariano,Episode 10,araling panlipunan,1238,9
151,hd,13359,165,32,0,2020-12-08,Grade 2 ESP Q1 Ep4: Gawain na Magpapanatili ng Kalinisan ng Katawan,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,mary anne santos,Episode 04,edukasyon sa pagparaling panlipunanakatao,1201,9
152,hd,13693,162,31,0,2020-11-21,Grade 2 Math Q1 Ep6: Paghahambing ng mga Bilang Gamit ang mga Simbolo,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,frances rose sunga,Episode 06,math,1597,9
153,hd,46119,665,106,0,2020-11-21,Grade 2 English Q1 Ep5: Recognizing the Use of A and An + Noun,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,ma kenneth aiza mago,Episode 05,english,1362,9
154,hd,33517,485,77,0,2020-11-21,Grade 2 English Q1 Ep3: Identifying Nouns,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,ma kenneth aiza mago,Episode 03,english,1304,9
155,hd,30337,389,70,0,2020-11-21,Grade 2 Araling Panlipunan Q1 Ep6: Tungkulin at Gawain ng mga Bumubuo ng Komunidad,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,shane mariano,Episode 06,araling panlipunan,1338,9
156,hd,58974,704,135,0,2020-11-21,Grade 2 Araling Panlipunan Q1 Ep5: Bumubuo ng Komunidad,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,shane mariano,Episode 05,araling panlipunan,1503,9
157,hd,12009,166,27,0,2020-11-16,Grade 2 MTB Q1 Ep4: Pagtukoy at Paggamit ng Salitang Ngalan,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",2,Quarter 1,Grade 2,alma cecilia lawagan,Episode 04,mother tongue based multilingual education,1201,11
158,hd,9572,134,22,0,2020-11-16,Grade 2 MTB Q1 Ep3: Mga Salitang Binubuo ng Maraming Pantig,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",2,Quarter 1,Grade 2,alma cecilia lawagan,Episode 03,mother tongue based multilingual education,1321,11
159,hd,26994,336,61,0,2020-11-16,Grade 2 Math Q1 Ep3: Laktaw ng Pagbilang o Skip Counting,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",2,Quarter 1,Grade 2,frances rose sunga,Episode 03,math,1193,11
160,hd,17764,229,40,0,2020-11-13,Grade 2 Araling Panlipunan Q1 Ep3: Paglalarawan sa Aking Komunidad,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",2,Quarter 1,Grade 2,shane mariano,Episode 03,araling panlipunan,1539,11
161,hd,16403,203,37,0,2020-11-13,"Grade 2 Araling Panlipunan Q1 Ep4: Komunidad Ko, Pahahalagaan ko","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",2,Quarter 1,Grade 2,shane mariano,Episode 04,araling panlipunan,1410,11
162,hd,44773,625,101,0,2020-11-13,Grade 2 Filipino Q1 Ep1: Pag unawa sa Teksto Gamit ang Karanasan,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",2,Quarter 1,Grade 2,marilyn escoto,Episode 01,filipino,1163,11
163,hd,40672,531,92,0,2020-11-13,Grade 2 Filipino Q1 Ep4: Magalang na Pananalita at Pagbati (part 2),"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",2,Quarter 1,Grade 2,marilyn escoto,Episode 04,filipino,1183,11
164,hd,20409,297,46,0,2020-11-13,Grade 2 Filipino Q1 Ep3: Magalang n Pananalita at Pagbati (part 1),"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",2,Quarter 1,Grade 2,marilyn escoto,Episode 03,filipino,1206,11
165,sd,64371,765,139,0,2020-10-24,Grade 2 English Q1 Ep2: Recognizing the Alphabet and Words with Medial,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",2,Quarter 1,Grade 2,gennifer de jesus,Episode 02,english,1220,11
166,hd,60076,727,129,0,2020-10-23,Grade 2 English Q1 Ep4: Differentiate Common Nouns from Proper Nouns,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",2,Quarter 1,Grade 2,gennifer de jesus,Episode 04,english,1240,11
167,hd,26673,305,57,0,2020-10-22,"Grade 2 ESP Q1 Ep2: Espesyal Ka, Espesyal na Kaalaman",0,2,Quarter 1,Grade 2,mary anne santos,Episode 02,edukasyon sa pagparaling panlipunanakatao,1201,12
168,hd,59917,659,128,0,2020-10-21,Grade 2 Araling Panlipunan Q1 Ep1: Konsepto at mga Elemento ng Komunidad,0,2,Quarter 1,Grade 2,shane mariano,Episode 01,araling panlipunan,1551,12
169,hd,25223,322,54,0,2020-10-21,Grade 2 Araling Panlipunan Q1 Ep2: Mga Institusyon sa Komunidad,0,2,Quarter 1,Grade 2,shane mariano,Episode 02,araling panlipunan,1593,12
170,sd,18454,206,40,0,2020-10-21,Grade 2 Math Q1 Ep5: Paglalarawan at Pagsulat ng 3-digit na Numero sa Pamamagitan ng Expanded Form,0,2,Quarter 1,Grade 2,frances rose sunga,Episode 05,math,1392,12
171,sd,37521,414,79,0,2020-10-15,Grade 2 Math Q1 Ep4: Mga Bilang sa Simbolo (Numerals) at sa Salita (Number Words),0,2,Quarter 1,Grade 2,frances rose sunga,Episode 04,math,1388,12
172,sd,45413,595,96,0,2020-10-13,Grade 2 Filipino Q1 Ep2: Pag-unawa sa Teksto Gamit ang Karanasan,0,2,Quarter 1,Grade 2,marilyn escoto,Episode 02,filipino,1247,12
173,sd,268590,3052,555,0,2020-10-04,Grade 2 English Q1 Ep1: Classifying/ Categorizing Sounds Heard,"['DepEd TV', 'DepEdTV', 'English', 'Grade 2']",2,Quarter 1,Grade 2,ma kenneth aiza mago,Episode 01,english,1562,0
174,sd,44240,647,92,0,2020-10-07,"Grade 2 ESP Q1 Ep1: Kakayahan Ko, Pagyayamanin Ko!",0,2,Quarter 1,Grade 2,mary anne santos,Episode 01,edukasyon sa pagparaling panlipunanakatao,1141,12
175,sd,49396,608,103,0,2020-10-07,Grade 2 Math Q1 Ep1: Pagbibilang ng Numero mula 0 hanggang 1000 Gamit ang Iba't Ibang Materyales,0,2,Quarter 1,Grade 2,salvador manansala,Episode 01,math,1429,12
176,sd,22185,307,46,0,2020-10-07,Grade 2 Math Q1 Ep2: Pagbibilang ng Numero mula 101 hanggang 1000 Gamit ang Iba't Ibang Materyales,0,2,Quarter 1,Grade 2,salvador manansala,Episode 02,math,1159,12
177,hd,41024,637,85,0,2020-10-05,Grade 2 MTB Q1 Ep1: Pagbibigay ng Komento o Reaksiyon,0,2,Quarter 1,Grade 2,alma cecilia lawagan,Episode 01,mother tongue based multilingual education,1261,12
178,sd,22261,310,46,0,2020-10-07,Grade 2 MTB Q1 Ep2: Mga Salitang Binubuo ng Maraming Pantig,0,2,Quarter 1,Grade 2,alma cecilia lawagan,Episode 02,mother tongue based multilingual education,1141,12
179,hd,11914,110,91,0,2021-09-22,Grade 3 AP Q1 Ep6: Populasyon,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,laiza dalit,Episode 06,araling panlipunan,1201,9
180,hd,20188,330,129,0,2021-08-27,Grade 3 English Q1 Ep 12: Plural Forms of Frequently Occurring Plural Nouns,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,desheryl cuyos,Episode 12,english,1403,9
181,hd,30108,431,192,0,2021-08-27,Grade 3 Science Q1 Ep7: Liquid to Solid,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,ethel tumanan,Episode 07,science,1201,9
182,hd,14992,208,95,0,2021-08-26,Grade 3 Filipino Q1 Ep15: Paglalarawan sa Elemento ng Kuwento,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,maribel bulalayao,Episode 15,filipino,1185,9
183,hd,5029,98,32,0,2021-08-26,Grade 3 MTB- MLE Q1 Ep18: Mga Halimbawa ng Idyoma at Katumbas na Kahulugan nito,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,marvin balingit,Episode 18,mother tongue based multilingual education,1035,9
184,hd,10227,174,65,0,2021-08-26,Grade 3 MTB- MLE Q1 Ep7: Pagsulat ng mga Detalye mula sa Kuwentong Binasa,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,marvin balingit,Episode 07,mother tongue based multilingual education,1447,9
185,hd,5447,89,34,0,2021-08-26,Grade 3 Filipino Q1 Ep17: Pagsasalaysay muli sa Nabasang Teksto,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,maribel bulalayao,Episode 17,filipino,1198,9
186,hd,8130,80,51,0,2021-08-26,Grade 3 Araling Panlipunan Q1 Ep12: Mahahalagang Anyong Lupa at Anyong Tubig sa  Sariling Lalawigan,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,laiza dalit,Episode 12,araling panlipunan,1224,9
187,hd,54421,805,151,0,2021-02-04,Grade 3 Music and Arts Q1 Ep 1,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,pia mae repaso,Episode 01,music & arts,1162,9
188,hd,25770,334,71,0,2021-02-04,Grade 3 Music and Arts Q1 Ep 2,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,pia mae repaso,Episode 02,music & arts,1315,9
189,hd,13755,177,38,0,2021-02-04,Grade 3 Music and Arts Q1 Ep 5,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,pia mae repaso,Episode 05,music & arts,1478,9
190,hd,14934,211,41,0,2021-02-04,Grade 3 PE and Health Q1 Ep 2,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,victor gocoyo,Episode 02,physical education & health,1390,9
191,hd,25816,326,72,0,2021-02-04,Grade 3 PE and Health Q1 Ep 1,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,victor gocoyo,Episode 01,physical education & health,1180,9
192,hd,20970,259,58,0,2021-02-04,Grade 3  PE and Health Q1 Ep 5 Flexibility Exercises,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,victor gocoyo,Episode 03,physical education & health,1567,9
193,hd,5906,96,16,0,2021-02-04,Grade 3 Math Q1 Ep 18 Solving o Paglutas ng Suliranin,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,vicky leguarda,Episode 18,math,1381,9
194,hd,5338,153,15,0,2021-02-04,Grade 3 MTB-MLE Q1 Ep 17 Pagkilala sa mga Idyomatikong eksresyon sa Pangungusap,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,marvin balingit,Episode 17,mother tongue based multilingual education,1131,9
195,hd,11436,257,30,0,2021-01-15,Grade 3 English Q1 Ep 6 Writing Your Own Simple Diary,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,desheryl cuyos,Episode 06,english,1222,9
196,hd,24937,371,65,0,2021-01-15,Grade 3 English Q1 Ep 9 Identify and use common and proper nouns correctly,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,desheryl cuyos,Episode 09,english,1264,9
197,hd,6280,124,16,0,2021-01-15,Grade 3 MTB-MLE Q1 Ep 9  Nagagamit nang Wasto ang mga Tandang Pamilang sa Di-mabilang,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,marvin balingit,Episode 09,mother tongue based multilingual education,1216,9
198,hd,8656,146,23,0,2021-01-15,Grade 3 MTB-MLE Q1 Ep 5 Nakikilala ang Pangngalang Di-Pamilang,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,marvin balingit,Episode 05,mother tongue based multilingual education,1261,9
199,hd,13060,204,34,0,2021-01-15,Grade 3 MTB-MLE Q1 Ep10  Paggamit ng Kombinasyon ng Panlapi at Salitang-Ugat,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,marvin balingit,Episode 10,mother tongue based multilingual education,1185,9
200,hd,14124,179,37,0,2021-01-15,Grade 3 Math Q1 Ep11  Paglutas (Solving) ng Suliranin Non-Routine at Routine,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,vicky leguarda,Episode 11,math,1201,9
201,hd,8741,193,23,0,2021-01-15,Grade 3 MTB-MLE Q1 Ep12 Nakikilala at Nagagamit ang Di-kongkreto o Abstrak na Pangngalan,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,marvin balingit,Episode 12,mother tongue based multilingual education,1279,9
202,hd,7073,157,19,0,2021-01-15,Grade 3 MTB-MLE Q1 Ep 15 Naibibigay ang Kahulugan ng Tula,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,marvin balingit,Episode 15,mother tongue based multilingual education,1356,9
203,hd,11653,166,29,0,2020-12-29,Grade 3 Science Q1 EP9: Evaporation (Part2),"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,ethel tumanan,Episode 09,science,1381,9
204,hd,20880,327,52,0,2020-12-29,Grade 3 Science Q1 EP10: Sublimation,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,ethel tumanan,Episode 10,science,1201,9
205,hd,31630,503,79,0,2020-12-29,Grade 3 MATH Q1 EP9: Pagtantiya (Estimating) ng Kabuuan (Sum) na may 3-4 na Addends,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,vicky leguarda,Episode 09,math,1502,9
206,hd,31465,438,79,0,2020-12-29,Grade 3 MATH Q1 EP10: Pagsama-sama Gamit ang Isip o Mental Addition ng 2-Digit at 1-Digit na Bilang,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,vicky leguarda,Episode 10,math,1201,9
