ind,definition,total_views,total_likes,avg_daily_views,total_comments,publish_date,title,tags,k,quarter,grade_level,teacher,episode,subject,duration_in_seconds,tag_type
992,sd,43923,838,107,10,2020-12-16,SHS Oral Communication Q1 Ep5: Functions of Communication,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",11,Quarter 1,Grade 11,nexus avanceña,Episode 05,oral communication,1167,9
993,hd,4134,73,10,0,2020-12-17,SHS Philippine Arts Q1 Ep6: Order of National Artists for Literature and Performing Arts,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",11,Quarter 1,Grade 11,joanne dioso peralta,Episode 06,contemporary philippine arts from the regions,1135,9
994,hd,49345,975,121,60,2020-12-18,SHS Contemporary Philippine Arts Q1 Ep1: Introduction to Art,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",11,Quarter 1,Grade 11,joanne dioso peralta,Episode 01,contemporary philippine arts from the regions,1471,9
995,sd,13474,221,33,31,2020-12-16,SHS UCSP Q1 Ep6: Human Cultural Evolution,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",11,Quarter 1,Grade 11,dawn criselle,Episode 06,"understanding culture, society, and politics",1244,9
996,sd,7071,100,17,2,2020-12-16,"SHS General Math Q1 Ep8: Logarithmic Function, Equation, and Inequality","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",11,Quarter 1,Grade 11,carolain kennan,Episode 08,general math,1328,9
997,hd,10132,173,25,7,2020-12-15,SHS Personal Development Q1 Ep7: Ways to Improve Brain Functions,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",11,Quarter 1,Grade 11,mark anthony jamisal,Episode 07,physical educational development,1218,9
998,sd,46430,938,113,31,2020-12-15,SHS MIL Q1 Ep1: The Influence of Media and Information to Communication,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",11,Quarter 1,Grade 11,brex brayan nicolas,Episode 01,media and information literacy,1232,9
999,hd,13529,253,33,56,2020-12-14,SHS 21st Century Literature Q1 Ep6: Creative Representation of a Literary Text,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",11,Quarter 1,Grade 11,nova dolore pelayo,Episode 06,21st century literature,869,9
1000,sd,21518,293,52,11,2020-12-14,SHS Statistics Q1 Ep6: Random Sampling and Sampling Distribution of Statistics,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",11,Quarter 1,Grade 11,reverie vargas,Episode 06,statistics,1998,9
1001,sd,11958,180,29,2,2020-12-12,SHS Statistics Q1 Ep5: Normal Random Variable and Standard Normal Variable,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",11,Quarter 1,Grade 11,reverie vargas,Episode 05,statistics,1673,9
1002,sd,18697,307,45,152,2020-12-12,SHS Philosoply Q1 Ep3: Philosophical Reflection,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",11,Quarter 1,Grade 11,josua ebora,Episode 03,philosophy,1332,9
1003,hd,7751,194,18,11,2020-11-26,"SHS Reading & Writing Q1 Ep6: Organization, Coherence, and Cohesion","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",11,Quarter 1,Grade 11,kit alfonso nadado,Episode 06,reading and writing,1408,9
1004,hd,5804,145,13,7,2020-11-26,SHS Reading & Writing Q1 Ep5: Persuasive Essay,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",11,Quarter 1,Grade 11,kit alfonso nadado,Episode 05,reading and writing,1603,9
1005,hd,29691,542,69,46,2020-11-26,"SHS Philosophy Q1 Ep5: Methods of Philosophizing, Different Fallacies, and Information Literacy","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",11,Quarter 1,Grade 11,jossa andrea mae joble,Episode 05,philosophy,1646,9
1006,hd,10485,188,24,5,2020-11-26,SHS Personal Development Q1 Ep4: Self Development,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",11,Quarter 1,Grade 11,mark anthony jamisal,Episode 04,physical educational development,1207,9
1007,hd,12645,143,29,4,2020-11-21,SHS Pagbasa Q1 Ep2: Pagbasa at Pagsusuri ng Iba't Ibang Teksto tungo sa Pananaliksik (Part 2),"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",11,Quarter 1,Grade 11,jerson quiachon orbiso,Episode 02,pagbasa,1481,9
1008,hd,182049,4016,418,59,2020-11-21,SHS  Filipino Q1 Ep1: Komunikasyon at Pananaliksik sa Wika at Kulturang Pilipino,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",11,Quarter 1,Grade 11,loren domer ybañez,Episode 01,filipino,1375,9
1009,hd,36842,812,82,59,2020-11-10,SHS UCSP Q1 Ep4: Culture Relativism and Ethnocentrism,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",11,Quarter 1,Grade 11,dawn criselle,Episode 04,"understanding culture, society, and politics",1208,11
1010,hd,17938,343,40,134,2020-11-07,SHS Physical Science Q1 Ep2: Formation of Heavy Elements (Part 2),"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",11,Quarter 1,Grade 11,immanuel maglasang,Episode 02,physical science,1528,11
1011,hd,4625,93,10,3,2020-11-05,SHS Reading and Writing Q1 Ep4: Cause and Effect Essay Problem and Solutions Essay,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",11,Quarter 1,Grade 11,kit alfonso nadado,Episode 04,reading and writing,1526,11
1012,hd,16224,323,36,31,2020-11-05,SHS Physical Science Q1 Ep3: Synthesis of Elements in the Laboratory,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",11,Quarter 1,Grade 11,immanuel maglasang,Episode 03,physical science,1498,11
1013,hd,31993,611,71,12,2020-11-05,"SHS Personal Development Q1 Ep2: Developing the Whole Person Thoughts, Feelings and Behaviors","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",11,Quarter 1,Grade 11,mark anthony jamisal,Episode 02,physical educational development,1337,11
1014,sd,73602,1346,162,19,2020-11-04,SHS Earth Life and Science Q1 Ep2: Mineral and Rocks,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",11,Quarter 1,Grade 11,paul patrick guanzon,Episode 02,earth & life science,1657,11
1015,hd,35088,715,77,78,2020-11-04,SHS UCSP Q1 Ep3: Aspects of Culture and Society,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",11,Quarter 1,Grade 11,dawn criselle,Episode 03,"understanding culture, society, and politics",1391,11
1016,hd,34353,677,74,62,2020-10-26,"SHS UCSP Q1 Ep2: Concept of Anthropology, Sociology, and Political Science (Part 2)","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",11,Quarter 1,Grade 11,dawn criselle,Episode 02,"understanding culture, society, and politics",1273,11
1017,hd,114404,2723,248,173,2020-10-26,"SHS UCSP Q1 Ep1: Concepts of Anthropology, Sociology, and Political Science (Part1)","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",11,Quarter 1,Grade 11,dawn criselle,Episode 01,"understanding culture, society, and politics",1487,11
1018,sd,31167,641,67,18,2020-10-25,SHS General Mathematics Q1 Ep2: Rational Functions,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",11,Quarter 1,Grade 11,carolain kennan,Episode 02,general math,1467,11
1019,sd,101385,2501,219,98,2020-10-25,SHS General Mathematics Q1 Ep1: Function,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",11,Quarter 1,Grade 11,carolain kennan,Episode 01,general math,1521,11
1020,sd,137582,2981,297,44,2020-10-25,SHS Earth and Life Science Q1 Ep1: Planet Earth and the Subsystem,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",11,Quarter 1,Grade 11,paul patrick guanzon,Episode 01,earth & life science,1223,11
1021,sd,39793,825,86,26,2020-10-25,SHS Statistics and Probability Q1 Ep1: Illustrating Random Variable,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",11,Quarter 1,Grade 11,reverie vargas,Episode 01,statistics,2009,11
1022,hd,85150,1892,183,32,2020-10-23,SHS Personal Development Q1 Ep1: Knowing Oneself,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",11,Quarter 1,Grade 11,mark anthony jamisal,Episode 01,physical educational development,1398,11
1023,hd,57346,1102,123,203,2020-10-22,SHS Pagbasa Q1 Ep1: Pagbasa at Pagsusuri ng Ibat Ibang Teksto Tungo sa Pananaliksik,0,11,Quarter 1,Grade 11,jerson quiachon orbiso,Episode 01,pagbasa,1374,12
1024,hd,49764,1114,105,172,2020-10-15,SHS Physical Science Q1 Ep1: Formation of Heavy Elements (Part I),0,11,Quarter 1,Grade 11,immanuel maglasang,Episode 01,physical science,1348,12
1025,sd,158850,3912,330,279,2020-10-07,SHS Philosophy Q1 Ep1: Introduction to the Philosophy of the Human Person,0,11,Quarter 1,Grade 11,josua ebora,Episode 01,philosophy,1233,12
1026,sd,305039,7483,634,152,2020-10-07,SHS English Q1 Ep1: Oral Communication in Context,0,11,Quarter 1,Grade 11,derry ann belen,Episode 01,english,1653,12
1027,sd,13940,279,29,9,2020-10-07,SHS Reading Q1 Ep1: Narrative Essay,0,11,Quarter 1,Grade 11,kit alfonso nadado,Episode 01,reading,1420,12
1028,hd,10328,101,78,2,2021-09-20,SHS ENTREPRENEURSHIP Q1 Ep2: Career Opportunities in Entrepreneurship,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",12,Quarter 1,Grade 12,wilbert venzon,Episode 02,entrepreneurship,788,9
1029,hd,10953,166,82,4,2021-09-20,"SHS EMPOWERMENT TECH. Q1 Ep2: Online Safety, Security and Etiquette","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",12,Quarter 1,Grade 12,janine santos,Episode 02,empowerment technologies,738,9
1030,hd,30019,509,226,7,2021-09-20,SHS EARTH SCIENCE Q1 Ep2: Subsystems of the Earth,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",12,Quarter 1,Grade 12,khristine maac,Episode 02,earth science,1201,9
1031,hd,9921,192,75,4,2021-09-20,SHS DISASTER READINESS & RISK REDUCTION Q1 Ep2: Disaster and Disaster Risk,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",12,Quarter 1,Grade 12,love mantilla,Episode 02,disaster readiness & risk reduction,776,9
1032,hd,13840,269,104,6,2021-09-20,SHS PHILIPPINE POLITICS AND GOVERNANCE Q1 Ep2: Different Political Ideologies,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",12,Quarter 1,Grade 12,ricaflor pingal,Episode 02,philippine politics and governance,913,9
1033,hd,1087,15,8,1,2021-09-20,SHS SAFETY & FIRST AID Q1 Ep1: Physical Skills Preparedness and Assessment,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",12,Quarter 1,Grade 12,kevin domingo,Episode 01,safety & first aid,949,9
1034,hd,17195,369,126,2,2021-09-16,SHS ENTREPRENEURSHIP Q1 Ep1: Career Opportunities in Entrepreneurship,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",12,Quarter 1,Grade 12,wilbert venzon,Episode 01,entrepreneurship,972,9
1035,hd,24989,538,182,89,2021-09-16,"SHS EMPOWERMENT TECHNOLOGIES Q1 Ep1: Online System, Functions, and Platforms","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",12,Quarter 1,Grade 12,angelica villostas,Episode 01,empowerment technologies,1020,9
1036,hd,40616,761,296,4,2021-09-16,SHS EARTH SCIENCE Q1 Ep1: Characteristics of the Earth that are Necessary to Support Life,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",12,Quarter 1,Grade 12,khristine lumalang,Episode 01,earth science,1398,9
1037,hd,21850,489,159,14,2021-09-16,SHS DISASTER READINESS & RISK REDUCTION Q1 Ep1: Basic Concept of Disaster and Disaster Risk,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",12,Quarter 1,Grade 12,love mantilla,Episode 01,disaster readiness & risk reduction,846,9
1038,hd,18219,480,133,13,2021-09-16,"SHS BUSINESS MATH  Q1 Ep1: Fraction, Decimal, and Percentage","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",12,Quarter 1,Grade 12,avgil megino,Episode 01,business math,1303,9
1039,hd,17189,403,125,8,2021-09-16,"SHS INQUIRIES, INVESTIGATIONS, AND IMMERSION Q1 Ep1: Brainstorming for Research Topics","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",12,Quarter 1,Grade 12,lovelyn intal,Episode 01,"inquiries, investigations, and immersion",1409,9
1040,hd,54661,1338,399,19,2021-09-16,SHS GENERAL BIOLOGY Q1 Ep1: The Cell Cycle,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",12,Quarter 1,Grade 12,melvin magsayo,Episode 01,general biology,1393,9
1041,hd,9772,250,71,9,2021-09-16,SHS PRINCIPLES OF MARKETING Q1 Ep1: Marketing Basics,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",12,Quarter 1,Grade 12,ramed borja,Episode 01,principles of marketing,1357,9
1042,hd,16446,299,46,5,2021-02-10,SHS PE and Health Q1 Ep 5  Sports Injuries and Safety Protocols,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",12,Quarter 1,Grade 12,michael angelo maleriado,Episode 05,physical education & health,1233,9
1043,hd,16320,301,46,1,2021-02-10,SHS PE and Health Q1 Ep 3  Engaging in Moderate to Vigorous Physical Activity,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",12,Quarter 1,Grade 12,michael angelo maleriado,Episode 03,physical education & health,1229,9
1044,hd,16754,275,47,10,2021-02-10,SHS PE and Health Q1 Ep 4 Skill - related Fitness,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",12,Quarter 1,Grade 12,michael angelo maleriado,Episode 04,physical education & health,1304,9
1045,hd,19840,376,56,5,2021-02-10,SHS PE and  Health Q1 Ep 6 Proper Etiquette and Safety in Using Facilities,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",12,Quarter 1,Grade 12,michael angelo maleriado,Episode 06,physical education & health,1415,9
1046,hd,12147,210,34,8,2021-02-10,SHS PE and Health Q1 Ep 9 Organizing a Fitness Event,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",12,Quarter 1,Grade 12,michael angelo maleriado,Episode 09,physical education & health,1078,9
1047,hd,7585,100,21,2,2021-02-10,SHS PE and Health Q1 Ep 8 Optimizing your Health Through Physical  Activities,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",12,Quarter 1,Grade 12,edgar francisco,Episode 08,physical education & health,1010,9
1048,hd,13718,263,34,7,2020-12-29,SHS PE Q1 Ep 2: Set Fitness Goal,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",12,Quarter 1,Grade 12,edgar francisco,Episode 02,,1093,9
1049,hd,6389,117,18,3,2021-02-03,SHS Reading and Writing Q1 Ep 8 Introduction to Claims,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",12,Quarter 1,Grade 12,kit alfonso nadado,Episode 08,reading and writing,1675,9
1050,hd,6659,134,18,1,2021-02-03,SHS Physical Science Q1 Ep 6 Biological molecules,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",12,Quarter 1,Grade 12,antonio maypa,Episode 06,physical science,1656,9
1051,hd,3313,39,9,1,2021-02-03,SHS Personal Development Q1 Ep 5 Self Development,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",12,Quarter 1,Grade 12,mark anthony jamisal,Episode 05,physical educational development,1207,9
1052,hd,13333,205,37,5,2021-02-03,SHS Physical Science Q1 Ep 5 Intermolecular Forces,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",12,Quarter 1,Grade 12,antonio maypa,Episode 05,physical science,1777,9
1053,hd,14399,304,40,11,2021-02-03,SHS Physical Science Q1 Ep 4 Polarity of Molecules,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",12,Quarter 1,Grade 12,antonio maypa,Episode 04,physical science,1798,9
